site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	alt_va	huc_cd	drain_area_va	contrib_drain_area_va
50011085	"CANAL DE MOCA ABV LAGO REGULADOR (E13) ISABELA, PR"	ST-CA	18.45534449	-67.02750749	538	21010002		
50011095	"CANAL MOCA BLW HWY 112, PR"	ST-CA	18.45441396	-67.0345687	529.9	21010002		
50011128	"CANAL MOCA ABV AGUADILLA PLANT, AGUADILLA, PR"	ST-CA	18.44721983	-67.13694769	525	21010002		
50011180	"CANAL DE AGUADILLA ABV LAGO RAMEY, AGUADILLA PR"	ST-CA	18.472638	-67.11531139	279	21010002		
50093053	"CANAL DE PATILLAS AT FOREBAY, PR"	ST-CA	18.0188539	-66.02266408		21010004		
50093075	"CANAL DE PATILLAS ABV GUAYAMA FILTRATION PLANT, PR"	ST-CA	17.98052185	-66.10072077	98	21010004		
50093078	"CANAL DE PATILLAS BLW GUAYAMA FILTRATION PLANT, PR"	ST-CA	17.98052185	-66.1009986	98	21010004		
50093083	"CANAL DE PATILLAS ABV AES INTAKE AT GUAYAMA, PR"	ST-CA	17.96774453	-66.13877709	98	21010004		
50093084	"AES INTAKE CANAL AT CANAL DE PATILLAS, GUAYAMA, PR"	ST-CA	17.96774453	-66.13877709	98	21010004		
50093090	"CANAL DE PATILLAS ABV EL LEGADO INTAKE, PR"	ST-CA	17.9763551	-66.1796111	88.3	21010004		
50093110	"CANAL DE PATILLAS AT INTAKE 113 SALINAS, PR"	ST-CA	17.98095749	-66.26681229	59	21010004		
50093115	"CANAL DE PATILLAS AT INTAKE 123, SALINAS PR"	ST-CA	17.9835435	-66.2876292	44.29	21010004		
50093120	"RIO GRANDE DE PATILLAS BLW LAGO PATILLAS, PR"	ST-CA	18.01440962	-66.0232196	137.79	21010004	25.67	25.6
50094545	CANAL GUAMANI AT CARITE FOREBAY	ST-CA	18.0525189	-66.1018322	1739	21010004		
50095000	"CANAL DE GUAMANI OESTE AT HWY 15 GUAYAMA, PR"	ST-CA	18.00107654	-66.11516568	295.29	21010004		
50111320	CANAL DE JUANA DIAZ AT PIEDRA AGUZADA NR JUANA DIA	ST-CA	18.03797168	-66.48837199	213	21010004		
50111330	CANAL DE JUANA DIAZ AT PASO SECO NR SANTA ISABEL	ST-CA	18.0123478	-66.3899308	131	21010004		
50111340	"CANAL DE JUANA DIAZ AT BO. PENUELAS NR SALINAS, PR"	ST-CA	17.99629854	-66.3415046	131	21010004		
50128905	CANAL DE RIEGO DE LAJAS BLW LAGO LOCO DAM YAUCO PR	ST-CA	18.04106353	-66.8881819	196.9	21010004		
50128907	"LATERAL M5L, CANAL DE RIEGO DE LAJAS SABANA GRANDE"	ST-CA	18.03304715	-66.8977375	196.86	21010004		
50128920	CANAL DE RIEGO DE LAJAS ABV MAJINAS FILT. PLANT PR	ST-CA	18.043888	-66.94876	213	21010004		
50128925	CANAL DE RIEGO DE LAJAS BLW MAJINAS FILT. PLANT PR	ST-CA	18.04258528	-66.94971559	213	21010004		
50128928	LATERAL M33L CANAL DE RIEGO DE LAJAS SABANA GRANDE	ST-CA	18.04724888	-66.9608658	190.3	21010004		
50128931	"LATERAL M63L AT CANAL DE RIEGO DE LAJAS, LAJAS PR"	ST-CA	18.04824013	-67.0191417	165.05	21010004		
50128933	CANAL RIEGO DE LAJAS ABV LAJAS FILTRATION PLANT	ST-CA	18.04307352	-67.0521754	131.23	21010004		
50128935	CANAL DE RIEGO DE LAJAS ABV LAJAS FILT PLANT LAJAS	ST-CA	18.04362626	-67.0545171	131.24	21010004		
50128940	CANAL DE RIEGO DE LAJAS BLW LAJAS FILT PLANT LAJAS	ST-CA	18.0433596	-67.05490879	131.22	21010004		
50128945	CANAL DE RIEGO DE LAJAS AT BO. PALMAREJO NR LAJAS	ST-CA	18.0372153	-67.0785978	98.4	21010004		
50128948	"CANAL DE RIEGO DE LAJAS AT BO. BETANCES, PR"	ST-CA	18.03680653	-67.1317676	89	21010003		
